Team,Week,Season,HomeFlag,Result,AvgPointsFor,AvgPointsAgainst,AvgOff1stD,AvgOffTotYd,AvgOffPassYd,AvgOffRushYd,AvgOffTO,AvgDef1stD,AvgDefTotYd,AvgDefPassYd,AvgDefRushYd,AvgDefTO,AvgExPointsOff,AvgExPointsDef,AvgExPointsSpecial,LastPointsFor,LastPointsAgainst,LastOff1stD,LastOffTotYd,LastOffPassYd,LastOffRushYd,LastOffTO,LastDef1stD,LastDefTotYd,LastDefPassYd,LastDefRushYd,LastDefTO,LastExPointsOff,LastExPointsDef,LastExPointsSpecial
Miami Dolphins,10,2006,W,Y,16,19,18,320,223,97,1,17,278,176,102,1,-5.08,3.56,-2.33,31,13,17,298,137,161,2,20,292,189,103,6,-3.26,24.19,-1.87
Miami Dolphins,11,2006,W,Y,16,18,18,318,219,99,1,16,277,177,99,1,-5.76,4.24,-1.6,13,10,16,306,189,117,1,14,265,185,80,0,-11.2,9.71,4.26
Miami Dolphins,12,2006,W,N,17,18,17,312,222,90,1,17,285,184,101,1,-6.42,5.3,-1.44,24,20,15,254,247,7,2,25,361,247,114,3,-12.31,14.85,-0.07
Miami Dolphins,13,2006,L,Y,17,18,17,319,220,98,1,17,279,185,93,1,-5.63,6.73,-1.43,27,10,18,395,209,186,2,13,220,199,21,2,2.28,20.95,-1.33
Miami Dolphins,14,2006,W,Y,17,18,18,318,222,96,1,17,285,187,98,1,-5.51,5.34,-1.14,10,24,20,309,241,68,2,18,353,203,150,1,-4.19,-9.96,2.1
Miami Dolphins,15,2006,L,N,17,17,18,318,219,99,1,16,278,177,100,1,-4.54,6.34,-1.17,21,0,19,315,184,131,0,12,189,66,123,3,7.03,18.33,-1.55
Miami Dolphins,16,2006,L,Y,16,17,17,310,211,99,1,16,278,178,100,1,-5.66,6.1,-0.94,0,21,12,212,100,112,2,13,286,186,100,2,-20.21,2.98,2.04
Miami Dolphins,17,2006,L,N,15,17,17,307,205,101,1,16,281,181,100,1,-6.11,5.92,-0.48,10,13,14,253,129,124,0,12,324,229,95,1,-12.4,3.45,6.04
Miami Dolphins,2,2007,L,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami Dolphins,3,2007,L,N,20,37,21,334,273,61,5,19,352,186,166,0,-9.34,-6.9,-0.2,20,37,21,334,273,61,5,19,352,186,166,0,-9.34,-6.9,-0.2
Miami Dolphins,5,2007,L,N,24,34,24,379,292,86,3,20,304,150,153,0,5.03,-8.98,-5.86,28,31,28,424,312,112,1,22,256,115,141,0,19.39,-11.06,-11.52
Miami Dolphins,6,2007,L,N,22,30,22,347,244,103,2,20,320,193,127,0,3.58,-6.33,-4.65,19,22,17,285,148,137,1,20,352,278,74,2,0.7,-1.03,-2.22
Miami Dolphins,7,2007,L,Y,24,32,22,349,244,105,2,21,336,205,130,0,5.06,-9.79,-2.81,31,41,24,356,246,110,2,24,384,244,140,1,9.47,-20.18,2.71
Miami Dolphins,8,2007,L,Y,25,36,23,356,236,119,2,21,357,236,121,0,5.61,-12.64,-3.13,28,49,25,382,203,179,2,23,443,359,84,1,7.83,-24.01,-4.43
Miami Dolphins,10,2007,L,Y,22,32,22,337,216,120,2,21,337,205,132,0,3.65,-9.87,-2.68,10,13,18,245,119,126,2,19,238,49,189,1,-6.13,3.96,-0.42
Miami Dolphins,11,2007,L,N,20,29,21,327,203,124,1,20,319,197,122,0,2.33,-7.5,-3.2,10,13,15,269,126,143,0,15,214,151,63,1,-5.61,6.75,-6.32
Miami Dolphins,12,2007,L,N,19,27,19,310,192,118,1,20,323,191,132,1,0.55,-6.7,-2.43,7,17,9,186,109,77,0,20,352,150,202,3,-11.95,-1.14,2.99
Miami Dolphins,13,2007,L,Y,17,25,18,293,182,110,1,19,311,184,127,1,-1.42,-4.49,-1.7,0,3,9,159,110,49,2,13,216,132,84,1,-17.15,13.17,4.11
Miami Dolphins,14,2007,L,N,16,26,17,282,179,103,2,19,317,187,130,1,-3.87,-4.46,-1.18,13,40,12,187,150,37,5,20,372,209,163,2,-25.92,-4.18,3.48
Miami Dolphins,15,2007,W,Y,16,27,17,282,183,99,2,19,324,185,139,1,-5.2,-4.65,-1.06,17,38,18,285,220,65,5,20,389,165,224,1,-18.51,-6.57,0.18
Miami Dolphins,16,2007,L,N,17,26,18,289,192,97,2,19,326,185,141,1,-4.21,-4.74,-0.86,22,16,21,360,288,72,0,21,345,182,163,1,6.74,-5.72,1.32
Miami Dolphins,17,2007,L,Y,16,26,17,285,187,98,1,19,331,186,145,1,-5.17,-5.16,-0.34,7,28,15,241,133,108,0,19,400,204,196,4,-16.75,-10.18,5.94
Miami Dolphins,1,2008,L,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami Dolphins,2,2008,L,N,14,20,18,277,228,49,1,15,293,181,112,1,-6.71,-2.13,3.93,14,20,18,277,228,49,1,15,293,181,112,1,-6.71,-2.13,3.93
Miami Dolphins,3,2008,W,N,12,25,17,256,196,60,0,18,369,272,96,0,-2.77,-13.32,0.72,10,31,17,236,164,72,0,22,445,364,81,0,1.17,-24.5,-2.5
Miami Dolphins,6,2008,L,N,20,21,19,324,212,112,0,17,317,227,90,1,6.81,-5.42,-3.03,38,13,23,461,245,216,0,14,215,137,78,2,25.97,10.38,-10.52
Miami Dolphins,7,2008,L,Y,22,23,18,336,227,108,0,18,359,263,96,1,8.33,-5.65,-3.49,28,29,14,370,274,96,1,23,485,371,114,4,12.9,-6.36,-4.86
Miami Dolphins,8,2008,W,Y,20,24,18,340,239,100,0,19,359,254,104,1,5.99,-6.66,-2.83,13,27,21,359,288,71,1,22,357,218,139,1,-3.39,-10.67,-0.19
Miami Dolphins,9,2008,W,N,21,22,18,343,250,92,0,19,355,248,107,2,5.72,-4.43,-2.13,25,16,19,358,306,52,1,19,339,220,119,4,4.4,6.73,1.36
Miami Dolphins,10,2008,W,Y,22,21,19,343,253,90,0,18,350,256,93,2,4.85,-2.17,-2.2,26,17,21,341,266,75,1,14,319,305,14,3,-0.36,11.37,-2.65
Miami Dolphins,12,2008,L,Y,21,21,19,345,247,98,0,18,343,246,97,1,5.03,-1.79,-2.13,21,19,20,361,206,155,1,21,298,172,126,0,6.26,0.83,-1.58
Miami Dolphins,14,2008,W,N,22,24,19,350,255,94,0,20,364,264,100,1,5.38,-4.74,-2.01,28,48,23,392,326,66,1,30,530,408,122,2,8.22,-28.35,-1.06
Miami Dolphins,15,2008,W,Y,21,22,19,345,248,96,0,19,344,245,98,1,4.91,-2.5,-2.34,16,3,18,295,180,115,0,13,163,79,84,2,0.67,17.66,-5.3
Miami Dolphins,16,2008,W,N,21,21,18,336,239,96,0,19,342,241,100,1,4.69,-2.34,-1.95,14,9,11,248,150,98,0,24,318,206,112,0,2.46,-0.67,1.95
Miami Dolphins,17,2008,W,N,22,21,19,341,239,102,0,20,354,247,106,1,5.38,-3.11,-1.23,38,31,26,403,235,168,2,23,492,312,180,4,12.98,-11.66,6.7
Miami Dolphins,50,2008,L,Y,22,21,19,340,235,104,0,19,352,248,104,2,4.86,-2.39,-0.85,24,17,18,319,193,126,1,16,331,251,80,4,-1.38,6.31,3.67
Miami Dolphins,1,2009,L,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami Dolphins,2,2009,L,Y,7,19,16,259,163,96,4,19,281,213,68,0,-17.37,-0.41,2.53,7,19,16,259,163,96,4,19,281,213,68,0,-17.37,-0.41,2.53
Miami Dolphins,4,2009,W,Y,15,23,21,331,163,167,2,16,318,254,64,0,-0.66,-9.85,0.88,23,27,27,403,164,239,1,14,356,295,61,0,16.06,-19.29,-0.77
Miami Dolphins,5,2009,W,Y,22,18,22,332,137,195,1,14,281,222,58,1,3.71,-0.72,0.37,38,10,25,336,86,250,0,10,206,160,46,3,12.45,17.54,-0.66
Miami Dolphins,7,2009,L,Y,24,20,22,352,168,184,1,15,288,209,78,0,7.95,-4.37,-0.14,31,27,23,413,262,151,0,20,309,171,138,0,20.66,-15.32,-1.65
Miami Dolphins,8,2009,W,N,26,25,21,349,174,174,1,17,313,223,90,1,3.92,-3.59,1.14,34,46,17,334,197,137,3,22,414,276,138,4,-12.18,-0.45,6.27
Miami Dolphins,9,2009,L,N,27,25,19,308,154,154,1,18,324,227,96,1,1.07,-1.64,2.68,30,25,10,104,52,52,1,23,378,251,127,1,-13.23,8.09,10.38
Miami Dolphins,10,2009,W,Y,25,25,19,311,160,151,1,18,339,241,98,1,1.68,-3.54,2.49,17,27,21,334,201,133,0,22,432,323,109,1,5.4,-14.93,1.34
Miami Dolphins,11,2009,W,N,25,25,20,319,162,157,1,18,334,233,101,1,1.78,-1.79,0.5,25,23,23,374,175,199,2,16,301,180,121,2,2.42,10.46,-13.45
Miami Dolphins,12,2009,L,N,25,24,19,320,163,156,1,18,340,230,110,1,2.01,-1.84,0.95,24,17,17,326,172,154,0,22,383,201,182,1,3.86,-2.29,4.6
Miami Dolphins,13,2009,W,Y,24,25,20,320,164,156,1,18,339,227,111,1,1.06,-2.87,0.93,14,31,23,325,168,157,4,20,336,207,129,1,-7.47,-12.12,0.74
Miami Dolphins,14,2009,W,N,24,24,20,329,178,150,1,18,349,239,110,1,1.68,-3.26,1.08,22,21,24,416,328,88,1,18,448,352,96,2,7.83,-7.11,2.59
Miami Dolphins,15,2009,L,N,23,23,20,331,181,150,1,18,338,229,109,1,1.43,-1.99,0.49,14,10,22,354,208,146,3,10,217,122,95,0,-1.26,11.96,-6.09
Miami Dolphins,16,2009,L,Y,23,23,20,342,194,147,1,18,340,229,110,1,1.47,-2.12,0.24,24,27,23,468,347,121,4,19,364,236,128,2,1.88,-3.75,-2.66
Miami Dolphins,17,2009,L,Y,23,24,21,343,201,141,1,18,345,233,111,1,1.59,-2.68,-0.15,20,27,23,363,303,60,1,21,406,280,126,1,3.24,-9.94,-5.32
Miami Dolphins,1,2010,W,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami Dolphins,2,2010,W,N,15,10,19,296,164,132,0,9,166,116,50,0,-1.95,10.47,-5.53,15,10,19,296,164,132,0,9,166,116,50,0,-1.95,10.47,-5.53
Miami Dolphins,3,2010,L,Y,14,10,15,261,135,126,1,15,265,162,103,2,-6.23,12.39,-2.2,14,10,12,226,106,120,2,22,364,208,156,4,-10.5,14.3,1.14
Miami Dolphins,4,2010,L,Y,17,17,18,319,207,112,1,17,310,193,117,1,-0.88,2.18,-1.65,23,31,24,436,352,84,1,20,402,256,146,0,9.8,-18.22,-0.57
Miami Dolphins,6,2010,W,N,16,23,19,339,232,107,1,17,299,181,117,1,-1.59,-0.08,-5.32,14,41,23,400,308,92,4,19,265,146,119,0,-3.7,-6.85,-16.32
Miami Dolphins,7,2010,L,Y,17,22,20,347,232,115,1,17,311,201,109,1,-1.12,-1.35,-2.35,23,20,26,381,231,150,1,16,359,283,76,1,0.75,-6.45,9.52
Miami Dolphins,8,2010,W,N,18,22,19,342,235,107,1,16,317,216,100,1,-1.82,-1.51,-1.14,22,23,15,313,249,64,2,15,348,290,58,2,-5.33,-2.32,4.93
Miami Dolphins,9,2010,L,N,19,21,19,343,232,111,1,16,309,207,101,1,-1.27,-0.76,-0.84,22,14,20,354,217,137,2,16,262,156,106,1,2.04,3.73,0.92
Miami Dolphins,10,2010,W,Y,17,21,19,336,230,106,1,17,321,213,107,1,-1.88,-1.9,-0.69,10,26,17,289,216,73,3,23,402,256,146,0,-6.15,-9.85,0.41
Miami Dolphins,11,2010,L,Y,19,21,19,344,239,104,1,17,314,203,110,1,-0.74,-0.94,-0.86,29,17,21,404,316,88,1,15,259,124,135,3,8.4,6.71,-2.21
Miami Dolphins,13,2010,L,Y,17,20,18,328,230,97,1,17,309,196,112,1,-2.28,-0.39,-0.8,0,16,10,187,148,39,1,19,268,133,135,1,-16.2,4.54,-0.32
Miami Dolphins,14,2010,W,N,16,20,18,324,224,99,1,16,304,197,107,1,-3.43,0.7,-0.71,10,13,17,281,167,114,3,12,252,200,52,0,-14.89,11.68,0.22
Miami Dolphins,15,2010,L,Y,16,18,17,308,208,99,1,16,302,196,105,1,-5.86,2.98,0.17,10,6,6,131,30,101,3,14,280,193,87,2,-32.55,28.03,9.83
Miami Dolphins,16,2010,L,Y,15,18,17,309,212,96,1,16,300,197,102,1,-5.21,2.89,-0.24,14,17,22,326,261,65,2,15,282,211,71,1,2.59,1.78,-5.11
Miami Dolphins,17,2010,L,N,16,19,18,317,216,100,2,16,298,198,100,1,-4.46,2.33,-0.58,27,34,28,425,271,154,3,14,275,208,67,0,5.19,-4.95,-5.08
Miami Dolphins,1,2011,L,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami Dolphins,2,2011,L,Y,24,38,25,488,390,98,1,27,622,516,106,1,8.63,-24.68,2.84,24,38,25,488,390,98,1,27,622,516,106,1,8.63,-24.68,2.84
Miami Dolphins,3,2011,L,N,18,30,21,397,271,125,1,23,483,361,122,0,1.57,-14,-2.04,13,23,18,306,153,153,2,19,345,207,138,0,-5.49,-3.32,-6.91
Miami Dolphins,6,2011,L,N,17,26,21,387,258,129,1,21,415,311,104,0,1.35,-10.51,-0.86,16,17,22,369,231,138,2,19,280,210,70,1,0.92,-3.54,1.48
Miami Dolphins,7,2011,L,Y,14,25,20,367,241,126,2,19,385,281,104,0,-3.28,-8.16,0,6,24,17,308,190,118,3,13,296,192,104,1,-17.17,-1.08,2.59
Miami Dolphins,8,2011,L,N,14,24,19,347,227,120,1,19,370,251,119,0,-4.98,-4.72,0.22,15,18,15,267,173,94,1,18,308,131,177,1,-11.8,9.03,1.1
Miami Dolphins,9,2011,W,N,15,23,19,330,206,124,1,19,375,266,108,0,-4.08,-5.32,0.81,17,20,18,246,101,145,1,21,402,344,58,0,0.45,-8.35,3.75
Miami Dolphins,11,2011,W,Y,17,20,18,333,211,121,1,19,370,261,109,0,-1.43,-2.77,0.54,31,3,17,351,244,107,0,20,343,227,116,0,14.45,12.57,-1.06
Miami Dolphins,12,2011,L,N,19,18,18,322,203,118,1,18,355,253,101,0,-0.92,0.28,0.89,35,8,16,242,147,95,0,14,245,204,41,2,2.62,21.57,3.29
Miami Dolphins,14,2011,L,Y,19,19,18,325,210,115,1,18,349,249,99,0,-0.89,0.46,0.53,19,20,18,352,263,89,1,19,303,218,85,2,-0.6,1.95,-2.35
Miami Dolphins,15,2011,W,N,18,19,17,313,198,114,1,18,338,243,94,1,-4.27,1.32,1.39,10,26,11,204,95,109,3,18,239,188,51,2,-34.72,9.04,9.19
Miami Dolphins,16,2011,L,N,19,20,17,325,198,127,1,19,344,248,96,1,-3.87,1.77,1.54,30,23,17,448,194,254,3,21,404,291,113,3,0.12,6.23,3
Miami Dolphins,17,2011,W,Y,20,20,17,329,202,126,1,19,348,250,98,1,-3,0.74,1.52,24,27,20,374,253,121,2,26,400,281,119,0,6.57,-10.6,1.32
Miami Dolphins,1,2012,L,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami Dolphins,3,2012,L,Y,10,30,15,275,199,76,4,19,337,254,83,0,-28.02,-5.26,13.73,10,30,15,275,199,76,4,19,337,254,83,0,-28.02,-5.26,13.73
Miami Dolphins,4,2012,L,N,15,26,19,328,197,130,3,20,362,274,88,1,-14.57,-1.06,5.22,20,23,23,381,196,185,2,21,388,295,93,2,-1.11,3.14,-3.3
Miami Dolphins,5,2012,W,N,17,25,19,378,263,115,3,19,340,272,68,1,-10.32,2.76,-1.23,21,24,21,480,394,86,4,19,297,269,28,2,-1.83,10.41,-14.11
Miami Dolphins,8,2012,W,N,17,22,18,353,250,103,3,19,330,259,71,1,-9.48,5.07,-1.67,17,13,15,279,211,68,2,18,298,218,80,3,-6.94,11.99,-2.98
Miami Dolphins,9,2012,L,N,19,19,17,330,227,102,2,19,336,258,77,1,-9.16,6.11,1.95,30,9,14,236,139,97,1,22,363,258,105,2,-7.89,10.25,16.42
Miami Dolphins,10,2012,L,Y,19,20,18,336,236,99,2,21,366,285,81,1,-6.45,1.28,3.16,20,23,20,365,281,84,0,27,516,419,97,0,7.11,-22.88,9.19
Miami Dolphins,11,2012,L,N,17,22,17,324,231,92,2,20,356,261,94,1,-9.24,0.46,2.22,3,37,13,255,201,54,4,17,293,116,177,0,-26,-4.43,-3.39
Miami Dolphins,12,2012,W,Y,16,22,17,306,218,88,2,20,346,248,97,1,-9.39,0.54,2.24,14,19,16,184,124,60,3,18,281,161,120,0,-10.42,1.11,2.33
Miami Dolphins,13,2012,L,Y,17,22,17,321,221,99,2,19,342,245,97,1,-6.43,-0.08,0.92,24,21,23,435,246,189,1,16,312,216,96,0,17.25,-5.06,-9.65
Miami Dolphins,14,2012,L,N,17,22,17,316,216,100,2,20,340,241,98,1,-6.44,-0.11,0.7,16,23,15,277,176,101,1,25,321,213,108,1,-6.58,-0.35,-1.26
Miami Dolphins,15,2012,W,Y,17,22,17,308,209,99,2,20,338,235,103,0,-6.22,-1.02,0.6,13,27,17,227,133,94,1,20,321,166,155,0,-3.94,-10.18,-0.34
Miami Dolphins,16,2012,W,Y,17,21,18,315,209,106,2,19,335,233,102,0,-4.66,-0.23,0.37,24,3,26,389,209,180,1,13,299,213,86,0,12.45,8.45,-2.26
Miami Dolphins,17,2012,L,N,18,20,18,314,202,112,1,19,339,232,106,1,-3.67,0.4,0.18,24,10,18,301,119,182,0,17,381,227,154,4,8.21,7.95,-2
Miami Dolphins,1,2013,W,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami Dolphins,2,2013,W,N,23,10,18,275,255,20,1,20,291,244,47,3,-4.1,12.65,2.92,23,10,18,275,255,20,1,20,291,244,47,3,-4.1,12.65,2.92
Miami Dolphins,3,2013,W,Y,23,15,19,336,276,60,1,21,369,279,90,2,1.86,2.1,4.18,24,20,21,398,297,101,1,23,448,315,133,1,7.81,-8.46,5.44
Miami Dolphins,4,2013,L,N,24,17,18,319,249,70,1,22,372,263,108,2,2.3,-1.86,7.04,27,23,16,285,195,90,2,24,377,231,146,2,3.18,-9.78,12.77
Miami Dolphins,5,2013,L,Y,22,22,18,322,240,81,2,22,395,296,98,1,0.37,-5.82,5.72,17,38,19,331,216,115,4,23,465,397,68,1,-5.42,-17.69,1.75
Miami Dolphins,7,2013,L,Y,22,23,16,316,247,69,1,22,393,287,105,1,-1.16,-4.25,5.03,23,26,10,294,272,22,0,20,384,251,133,2,-7.27,2.04,2.27
Miami Dolphins,8,2013,L,N,22,23,17,312,234,78,1,20,372,269,102,1,-2.83,-2.18,4.1,21,23,19,293,173,120,3,15,268,178,90,1,-11.17,8.17,-0.53
Miami Dolphins,9,2013,W,Y,21,23,18,311,221,89,2,20,355,245,109,1,-2.6,-2,2.5,17,27,23,301,145,156,3,19,252,100,152,1,-1.22,-0.94,-7.15
Miami Dolphins,10,2013,L,N,21,23,17,315,217,97,1,21,368,252,116,1,-2.88,-1.03,2.34,22,20,15,345,188,157,1,28,465,302,163,4,-4.85,5.79,1.27
Miami Dolphins,12,2013,L,Y,21,23,17,303,216,87,1,21,357,238,119,1,-2.88,-0.56,2.05,19,22,16,213,211,2,1,18,264,124,140,1,-2.9,3.17,-0.32
Miami Dolphins,13,2013,W,N,20,22,17,306,223,83,1,21,350,230,120,1,-3.15,-0.12,1.47,16,20,13,332,280,52,1,20,295,159,136,1,-5.54,3.88,-3.71
Miami Dolphins,14,2013,W,N,21,21,17,320,232,87,1,20,335,216,118,1,-2.45,2.1,1.05,23,3,25,453,328,125,1,10,177,78,99,3,4.58,24.28,-3.11
Miami Dolphins,15,2013,W,Y,22,21,17,323,228,95,1,19,341,225,115,1,-1.94,1.75,1.11,34,28,18,367,186,181,1,16,412,328,84,1,3.65,-2.11,1.66
Miami Dolphins,16,2013,L,N,22,21,17,328,233,94,1,20,350,235,114,1,-0.87,0.44,1.46,24,20,20,378,289,89,1,29,453,357,96,1,11.98,-15.26,5.68
Miami Dolphins,17,2013,L,Y,20,21,17,312,223,88,1,20,352,232,120,1,-2.86,0.7,1.89,0,19,6,103,89,14,2,18,390,187,203,1,-28.82,4.04,7.48
Miami Dolphins,1,2014,W,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami Dolphins,2,2014,L,N,33,20,25,360,169,191,3,20,315,226,89,2,4.77,10.28,-1.99,33,20,25,360,169,191,3,20,315,226,89,2,4.77,10.28,-1.99
Miami Dolphins,3,2014,L,Y,21,24,24,325,189,135,2,16,315,214,101,1,-1.28,4.97,-5.37,10,29,23,290,210,80,2,13,315,202,113,0,-7.32,-0.34,-8.75
Miami Dolphins,6,2014,L,Y,19,27,22,327,190,137,1,18,324,198,125,1,-3.62,1.3,-4.48,15,34,18,332,191,141,0,23,342,168,174,2,-8.31,-6.05,-2.71
Miami Dolphins,7,2014,W,N,20,27,21,332,201,131,2,20,335,211,124,1,-0.83,-1.93,-2.81,24,27,19,349,237,112,3,27,369,248,121,0,7.54,-11.62,2.21
Miami Dolphins,8,2014,W,N,21,24,21,344,212,132,1,19,313,203,109,1,2.07,0.17,-4.82,27,14,24,393,256,137,0,14,224,172,52,3,13.66,8.58,-12.87
Miami Dolphins,10,2014,L,N,22,22,21,341,206,134,1,19,323,202,120,1,1.82,1.78,-2.81,27,13,17,326,178,148,1,19,377,201,176,3,0.55,9.8,7.26
Miami Dolphins,11,2014,W,Y,21,22,20,325,202,122,1,19,327,215,112,1,-0.2,1.06,-0.73,16,20,20,228,178,50,2,19,351,288,63,1,-12.32,-3.2,11.73
Miami Dolphins,12,2014,L,N,21,20,21,326,203,123,1,18,316,211,105,1,1.21,2,-0.89,22,9,24,330,205,125,2,13,237,183,54,0,11.09,8.52,-1.99
Miami Dolphins,13,2014,W,N,23,22,21,324,204,120,1,19,331,215,115,1,2.93,-1.49,-0.21,36,39,25,313,216,97,1,29,450,249,201,1,16.72,-29.37,5.25
Miami Dolphins,14,2014,L,Y,22,21,21,321,205,115,1,19,330,198,132,1,2.27,-1.64,0.78,16,13,16,291,217,74,1,18,326,49,277,1,-3.69,-3,9.68
Miami Dolphins,15,2014,L,N,21,22,20,314,203,110,1,20,341,204,136,1,1.79,-3.2,1.13,13,28,16,249,186,63,0,26,447,264,183,1,-2.97,-18.79,4.56
Miami Dolphins,16,2014,W,Y,21,23,20,320,212,107,1,20,345,211,134,1,0.91,-4.15,0.43,13,41,23,384,308,76,2,23,395,287,108,1,-8.8,-14.57,-7.17
Miami Dolphins,17,2014,L,Y,22,24,22,333,225,108,1,20,346,213,133,1,2.91,-4.41,-0.42,37,35,36,493,383,110,2,20,357,238,119,1,26.96,-7.6,-10.66
Miami Dolphins,2,2015,L,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami Dolphins,3,2015,L,Y,20,23,17,386,344,42,0,19,396,273,123,0,3.03,-8.53,-0.47,20,23,17,386,344,42,0,19,396,273,123,0,3.03,-8.53,-0.47
Miami Dolphins,4,2015,L,Y,17,32,19,388,316,72,1,20,412,275,137,0,-2.63,-14.05,0.82,14,41,21,391,289,102,3,21,428,277,151,0,-8.29,-19.56,2.1
Miami Dolphins,6,2015,W,N,16,30,18,334,266,67,1,21,416,256,160,0,-5.93,-10.96,3.04,14,27,17,226,167,59,2,23,425,218,207,1,-12.53,-4.8,7.5
Miami Dolphins,7,2015,W,Y,21,25,20,359,263,95,1,21,387,251,136,1,-1.2,-4.17,1.35,38,10,26,434,254,180,2,22,299,236,63,4,13.01,16.22,-3.74
Miami Dolphins,8,2015,L,N,26,25,20,388,261,126,1,21,374,251,123,1,2.66,-2.7,0.62,44,26,21,503,255,248,1,24,322,251,71,1,18.06,3.18,-2.29
Miami Dolphins,9,2015,L,N,22,27,20,368,260,107,1,22,384,266,118,1,0.39,-4.53,-0.26,7,36,18,270,255,15,2,24,437,342,95,0,-10.95,-13.71,-4.67
Miami Dolphins,10,2015,W,N,22,28,21,372,264,107,1,21,389,250,139,0,2.76,-6.91,-1.47,17,33,29,397,289,108,1,18,420,154,266,0,17.01,-21.16,-8.7
Miami Dolphins,11,2015,L,Y,21,26,20,362,255,106,1,22,395,263,132,0,1.97,-6.47,-0.37,20,19,15,289,190,99,0,29,436,353,83,1,-3.56,-3.37,7.3
Miami Dolphins,12,2015,L,N,20,26,19,345,242,102,1,22,394,258,136,1,0.64,-6.06,-0.23,14,24,9,210,140,70,1,22,386,220,166,2,-10.03,-2.78,0.88
Miami Dolphins,13,2015,W,Y,20,27,19,343,250,93,1,22,396,259,136,0,0.21,-6.79,-0.42,20,38,20,333,321,12,2,24,411,274,137,0,-3.68,-13.42,-2.09
Miami Dolphins,14,2015,L,Y,20,26,18,332,235,97,1,22,394,261,132,1,-0.67,-5.21,-0.12,15,13,8,219,82,137,1,22,375,281,94,2,-9.43,10.66,2.84
Miami Dolphins,16,2015,L,Y,20,26,18,335,235,100,1,22,397,268,129,1,-0.17,-6.27,0.25,24,31,16,363,235,128,1,25,429,337,92,1,5.36,-17.91,4.29
Miami Dolphins,17,2015,W,Y,19,26,18,337,238,98,1,22,387,260,126,0,0.08,-6.39,0.17,12,18,22,361,279,82,1,20,268,168,100,0,2.99,-7.95,-0.8
Miami Dolphins,1,2016,L,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami Dolphins,2,2016,L,N,10,12,11,214,150,64,0,21,352,240,112,2,-9.75,5.68,-0.42,10,12,11,214,150,64,0,21,352,240,112,2,-9.75,5.68,-0.42
Miami Dolphins,3,2016,W,Y,17,21,17,335,268,67,2,25,407,271,136,1,-1.39,-5.9,1.77,24,31,23,457,387,70,4,29,463,302,161,1,6.98,-17.47,3.95
Miami Dolphins,4,2016,L,N,21,22,19,365,282,83,2,23,415,267,147,1,-2.02,-4.46,5.36,30,24,23,426,311,115,3,21,430,261,169,1,-3.28,-1.58,12.54
Miami Dolphins,5,2016,L,Y,17,22,16,329,252,77,2,22,401,272,129,1,-4.77,-2.9,2.78,7,22,8,222,160,62,2,19,362,285,77,0,-13.03,1.78,-4.96
Miami Dolphins,6,2016,W,Y,17,23,14,303,231,72,2,22,401,250,150,0,-5.74,-4.81,4.37,17,30,8,200,149,51,2,23,398,163,235,0,-9.64,-12.48,10.75
Miami Dolphins,7,2016,W,Y,19,22,16,332,234,97,1,21,383,236,147,1,-1.58,-3.43,2.78,30,15,24,474,252,222,0,15,297,169,128,2,19.26,3.5,-5.2
Miami Dolphins,9,2016,W,Y,20,22,17,349,229,120,1,20,367,231,135,0,0.94,-3.57,1.5,28,25,26,454,198,256,0,16,267,200,67,0,16.07,-4.44,-6.19
Miami Dolphins,11,2016,W,N,21,22,17,340,218,122,1,20,362,226,136,1,1.56,-3.65,2.09,27,23,20,274,137,137,0,18,331,191,140,2,5.84,-4.15,6.23
Miami Dolphins,12,2016,W,Y,20,21,17,329,209,119,1,19,347,215,132,1,0.7,-1.98,1.47,14,10,17,240,142,98,1,12,227,125,102,1,-6.13,11.35,-3.45
Miami Dolphins,13,2016,L,N,21,21,17,331,214,117,1,19,360,221,138,1,2.01,-3,1.27,31,24,19,358,263,95,0,25,475,282,193,2,13.75,-12.23,-0.56
Miami Dolphins,14,2016,W,Y,20,23,17,326,214,112,1,20,372,236,135,1,0.58,-4.43,1.26,6,38,16,277,215,62,3,28,496,386,110,2,-13.66,-18.64,1.15
Miami Dolphins,15,2016,W,N,20,23,17,325,216,109,1,20,366,227,139,1,0.06,-3.27,0.91,26,23,15,314,231,83,3,21,300,125,175,4,-5.71,9.49,-2.93
Miami Dolphins,16,2016,W,N,21,22,17,324,217,106,1,20,366,228,137,1,0.65,-2.07,1.41,34,13,13,303,236,67,1,20,360,244,116,4,7.7,12.26,7.37
Miami Dolphins,17,2016,L,Y,22,22,17,336,218,117,1,21,381,235,146,1,1.86,-3.47,1.78,34,31,22,494,233,261,1,30,589,317,272,0,17.57,-21.7,6.57
